Mb.start	Mb.end	signif
284.875524350722	285.016395512122	lo
285.025786922882	285.129092441242	ns
285.138483852002	285.194832316562	lo
285.204223727322	285.861622480521	ns
285.871013891281	285.974319409641	lo
285.983710820401	286.979200360961	ns
286.988591771721	287.110680111601	lo
287.120071522361	290.19106284088	ns
290.20045425164	290.32254259152	lo
290.33193400228	290.8672444156	ns
290.87663582636	290.88602723712	lo
290.89541864788	291.12081250612	ns
291.13020391688	291.32742354284	lo
291.3368149536	291.81577690236	ns
291.82516831312	291.98482229604	lo
291.9942137068	297.244012321638	ns
297.253403732398	297.262795143158	lo
297.272186553918	306.466377687956	ns
306.475769098716	306.842034118356	lo
306.851425529116	307.386735942436	ns
307.396127353196	307.433692996235	lo
307.443084406996	307.696652497515	ns
307.706043908275	308.138048803235	lo
308.147440213995	317.135020311313	ns
317.144411722073	317.341631348033	lo
317.351022758793	336.556457762988	ns
336.565849173747	336.575240584508	lo
336.584631995268	342.388523844946	ns
342.397915255706	342.792354507626	lo
342.801745918386	343.581233011466	ns
343.590624422226	343.759669815906	lo
343.769061226666	343.947498031105	ns
343.956889441865	344.041412138705	lo
344.050803549465	344.388894336825	ns
344.398285747585	344.586113962785	lo
344.595505373545	344.708202302665	ns
344.717593713425	344.905421928625	lo
344.914813339385	345.374992466625	ns
345.384383877385	345.600386324865	lo
345.609777735625	345.825780183105	ns
345.835171593865	345.835171593865	lo
345.844563004625	346.116913916665	ns
346.126305327425	346.501961757825	lo
346.511353168585	351.178884316303	ns
351.188275727064	351.648454854303	hi
351.657846265063	358.335139315422	ns
358.344530726182	358.720187156581	lo
358.729578567341	359.274280391421	ns
359.283671802181	359.518457071181	lo
359.527848481941	359.762633750941	ns
359.772025161701	360.983517149741	lo
360.992908560501	361.058648435821	ns
361.068039846581	361.077431257341	lo
361.086822668101	361.387347812421	ns
361.396739223181	361.697264367501	lo
361.706655778261	364.30807655878	ns
364.31746796954	364.6086017031	lo
364.61799311386	374.037578106137	ns
374.046969516897	374.244189142857	lo
374.253580553617	376.394822206897	ns
376.404213617657	376.723521583496	lo
376.732912994256	377.362137515176	ns
377.371528925936	377.859882285456	lo
377.869273696216	379.146505559576	ns
379.155896970336	379.249811077936	lo
379.259202488696	379.850861366576	ns
379.860252777336	379.963558295696	lo
